match_id,player,format,year,runs,balls_faced,fours,sixes,strike_rate,dismissed
451,KL Rahul,ODI_WC,2022,20.0,25,2,1,80.0,1
1942,Brian Lara,IPL,2015,14.0,18,2,0,77.78,0
1760,Kane Williamson,IPL,2018,64.0,77,3,4,83.12,0
620,Ricky Ponting,IPL,2011,53.0,40,4,3,132.5,1
1108,KL Rahul,Test,2016,143.0,196,7,1,72.96,0
892,Steve Smith,IPL,2017,16.0,21,1,0,76.19,1
1282,Rohit Sharma,Test,2020,83.0,99,5,4,83.84,0
1672,Ben Stokes,Test,2019,3.0,3,0,0,100.0,1
114,Babar Azam,IPL,2017,18.0,15,2,0,120.0,1
809,Joe Root,T20_WC,2017,21.0,25,1,0,84.0,1
640,Suresh Raina,ODI_WC,2017,20.0,26,2,1,76.92,1
1113,Virat Kohli,IPL,2016,34.0,39,1,0,87.18,1
651,Ben Stokes,IPL,2017,6.0,6,0,0,100.0,1
1560,Suresh Raina,IPL,2016,70.0,58,5,2,120.69,1
922,Sachin Tendulkar,ODI_WC,2008,28.0,26,3,1,107.69,1
547,Kumar Sangakkara,ODI_WC,2013,82.0,98,11,6,83.67,1
1669,Pat Cummins,IPL,2023,0.0,1,0,0,0.0,1
1935,Virat Kohli,IPL,2017,34.0,39,2,0,87.18,1
618,Chris Gayle,Test,2021,18.0,22,2,0,81.82,1
782,Pat Cummins,IPL,2020,24.0,22,2,0,109.09,0
421,Sachin Tendulkar,ODI_WC,2013,47.0,35,3,3,134.29,0
1810,Joe Root,IPL,2023,9.0,11,0,0,81.82,1
972,Suresh Raina,ODI_WC,2021,8.0,6,1,0,133.33,1
1987,Shikhar Dhawan,Test,2015,42.0,40,2,3,105.0,1
1640,Ricky Ponting,IPL,2014,25.0,29,1,0,86.21,1
174,AB de Villiers,IPL,2014,9.0,11,0,0,81.82,1
1761,Babar Azam,T20_WC,2022,23.0,29,2,0,79.31,1
580,MS Dhoni,IPL,2009,21.0,22,1,1,95.45,1
1526,KL Rahul,IPL,2020,41.0,42,5,0,97.62,1
1593,Ricky Ponting,ODI_WC,2019,0.0,1,0,0,0.0,1
552,Brian Lara,IPL,2018,30.0,32,3,1,93.75,1
474,Steve Smith,IPL,2011,32.0,35,1,0,91.43,1
1237,Steve Smith,ODI_WC,2008,47.0,47,6,0,100.0,0
173,Babar Azam,T20_WC,2023,77.0,73,7,2,105.48,1
1424,Kumar Sangakkara,IPL,2019,20.0,20,1,1,100.0,1
624,Suresh Raina,ODI_WC,2018,14.0,13,2,0,107.69,1
1854,Babar Azam,ODI_WC,2023,3.0,2,0,0,150.0,1
279,Babar Azam,T20_WC,2018,14.0,19,1,0,73.68,1
216,Pat Cummins,IPL,2020,2.0,1,0,0,200.0,1
1737,Shikhar Dhawan,IPL,2014,56.0,49,3,0,114.29,1
510,Ben Stokes,ODI_WC,2011,57.0,54,8,3,105.56,1
595,Ricky Ponting,ODI_WC,2016,18.0,20,2,0,90.0,0
1243,Joe Root,ODI_WC,2013,10.0,13,0,0,76.92,1
104,Kane Williamson,IPL,2013,4.0,5,0,0,80.0,1
991,David Warner,T20_WC,2016,66.0,85,8,1,77.65,1
1075,David Warner,ODI_WC,2020,73.0,94,5,4,77.66,1
769,MS Dhoni,IPL,2015,10.0,13,1,0,76.92,1
1101,MS Dhoni,IPL,2013,34.0,29,2,1,117.24,1
429,Rohit Sharma,T20_WC,2020,10.0,10,1,0,100.0,1
1028,Chris Gayle,ODI_WC,2013,,7,0,0,114.29,1
311,Pat Cummins,IPL,2013,0.0,1,0,0,0.0,1
1113,Shikhar Dhawan,T20_WC,2011,30.0,34,2,2,88.24,1
650,David Warner,T20_WC,2012,5.0,4,0,0,125.0,1
1495,Brian Lara,T20_WC,2010,0.0,1,0,0,0.0,1
762,Chris Gayle,ODI_WC,2016,3.0,2,0,0,150.0,1
363,David Warner,T20_WC,2021,13.0,11,0,0,118.18,0
30,AB de Villiers,IPL,2022,38.0,35,4,1,108.57,1
1934,Sachin Tendulkar,IPL,2018,,8,0,0,87.5,1
1760,MS Dhoni,T20_WC,2009,76.0,85,9,2,89.41,1
1182,Kumar Sangakkara,IPL,2018,11.0,15,1,0,73.33,1
517,Chris Gayle,T20_WC,2014,14.0,17,1,0,82.35,1
493,David Warner,ODI_WC,2008,8.0,8,0,0,100.0,1
271,Pat Cummins,IPL,2017,10.0,8,0,0,125.0,1
1425,AB de Villiers,T20_WC,2019,2.0,2,0,0,100.0,1
48,Suresh Raina,T20_WC,2014,12.0,14,1,0,85.71,1
1377,Kane Williamson,IPL,2009,68.0,69,4,2,98.55,1
1740,KL Rahul,T20_WC,2012,40.0,34,4,2,117.65,1
281,Ben Stokes,Test,2008,72.0,78,4,5,92.31,1
1524,Chris Gayle,IPL,2012,3.0,2,0,0,150.0,1
275,Chris Gayle,T20_WC,2018,21.0,28,2,1,75.0,1
1083,MS Dhoni,IPL,2011,9.0,10,0,0,90.0,1
181,Rohit Sharma,IPL,2008,44.0,39,5,2,112.82,0
471,MS Dhoni,IPL,2019,123.0,104,17,2,118.27,1
679,Ricky Ponting,ODI_WC,2021,59.0,70,3,3,84.29,1
895,Steve Smith,IPL,2008,,1,0,0,100.0,1
1797,MS Dhoni,IPL,2014,13.0,14,1,0,92.86,1
1448,Ricky Ponting,ODI_WC,2020,1.0,1,0,0,100.0,1
1237,KL Rahul,IPL,2010,1.0,1,0,0,100.0,1
1978,Brian Lara,IPL,2017,2.0,1,0,0,200.0,1
100,Suresh Raina,IPL,2023,11.0,14,1,0,78.57,1
462,Rohit Sharma,IPL,2023,12.0,12,1,0,100.0,1
1926,Pat Cummins,T20_WC,2019,17.0,12,1,0,141.67,1
19,Shikhar Dhawan,IPL,2016,18.0,16,1,0,112.5,1
1860,Steve Smith,IPL,2016,51.0,40,6,1,127.5,1
536,Virat Kohli,Test,2021,5.0,4,0,0,125.0,0
90,Sachin Tendulkar,Test,2019,6.0,6,0,0,100.0,1
490,Jos Buttler,ODI_WC,2017,34.0,24,2,0,141.67,1
1683,MS Dhoni,Test,2018,29.0,37,1,1,78.38,1
1339,KL Rahul,T20_WC,2016,5.0,5,0,0,100.0,1
1341,Pat Cummins,T20_WC,2023,66.0,59,8,3,111.86,1
32,Ricky Ponting,T20_WC,2008,13.0,11,1,0,118.18,1
874,David Warner,ODI_WC,2019,16.0,16,0,1,100.0,1
1581,Joe Root,T20_WC,2011,19.0,16,2,0,118.75,1
419,Suresh Raina,IPL,2008,13.0,9,1,0,144.44,1
1462,Ricky Ponting,ODI_WC,2008,28.0,20,3,1,140.0,0
744,MS Dhoni,ODI_WC,2021,17.0,16,2,0,106.25,1
1002,Ricky Ponting,ODI_WC,2016,10.0,7,0,0,142.86,1
1154,Virat Kohli,IPL,2012,82.0,58,8,4,141.38,1
737,Jos Buttler,IPL,2008,12.0,15,1,0,80.0,1
970,Joe Root,IPL,2018,41.0,36,3,1,113.89,1
1837,Kane Williamson,T20_WC,2010,14.0,14,0,0,100.0,1
673,Shikhar Dhawan,IPL,2014,19.0,15,1,0,126.67,1
1815,Chris Gayle,IPL,2021,9.0,6,0,0,150.0,1
1762,Virat Kohli,IPL,2009,48.0,58,3,3,82.76,1
1017,Kane Williamson,IPL,2011,46.0,36,2,2,127.78,1
1642,Chris Gayle,ODI_WC,2009,0.0,1,0,0,0.0,1
1956,Kumar Sangakkara,Test,2016,2.0,2,0,0,100.0,1
990,Ricky Ponting,IPL,2019,89.0,63,4,5,141.27,1
999,AB de Villiers,T20_WC,2016,76.0,76,4,2,100.0,1
581,Suresh Raina,IPL,2019,24.0,21,3,1,114.29,1
208,Kumar Sangakkara,IPL,2021,23.0,21,1,0,109.52,1
1223,Suresh Raina,ODI_WC,2022,58.0,40,7,1,145.0,1
1673,Rohit Sharma,ODI_WC,2020,5.0,6,0,0,83.33,1
1268,AB de Villiers,ODI_WC,2023,37.0,39,3,2,94.87,1
1913,Rohit Sharma,T20_WC,2022,22.0,24,1,1,91.67,0
1385,Shikhar Dhawan,Test,2020,47.0,54,6,2,87.04,1
1112,Ben Stokes,IPL,2020,1.0,1,0,0,100.0,0
1585,Joe Root,IPL,2014,31.0,34,2,0,91.18,1
26,Jos Buttler,IPL,2021,28.0,34,2,1,82.35,1
1248,Chris Gayle,ODI_WC,2014,64.0,64,4,2,100.0,0
1515,KL Rahul,IPL,2009,39.0,37,3,2,105.41,1
1307,Virat Kohli,IPL,2019,74.0,94,7,5,78.72,1
511,MS Dhoni,T20_WC,2017,76.0,99,6,1,76.77,1
169,Kumar Sangakkara,IPL,2023,18.0,14,2,0,128.57,1
1363,Ricky Ponting,IPL,2019,5.0,5,0,0,100.0,1
968,Sachin Tendulkar,IPL,2023,34.0,40,2,0,85.0,1
390,Ricky Ponting,IPL,2015,72.0,54,6,3,133.33,1
211,Brian Lara,ODI_WC,2008,2.0,2,0,0,100.0,1
1131,AB de Villiers,T20_WC,2015,28.0,29,2,1,96.55,1
855,Ben Stokes,IPL,2012,4.0,4,0,0,100.0,1
834,Kane Williamson,IPL,2020,0.0,1,0,0,0.0,1
317,David Warner,ODI_WC,2011,39.0,34,5,3,114.71,1
835,Brian Lara,T20_WC,2017,40.0,31,4,2,129.03,1
322,MS Dhoni,ODI_WC,2009,32.0,28,2,1,114.29,1
1229,Kane Williamson,T20_WC,2010,68.0,71,6,2,95.77,1
224,Chris Gayle,IPL,2020,2.0,2,0,0,100.0,1
1067,Chris Gayle,Test,2020,3.0,3,0,0,100.0,0
1945,Shikhar Dhawan,T20_WC,2017,69.0,60,5,1,115.0,1
619,Virat Kohli,IPL,2020,24.0,17,2,1,141.18,1
1086,Steve Smith,IPL,2009,11.0,12,1,0,91.67,0
1037,KL Rahul,IPL,2018,46.0,45,3,1,102.22,1
1502,Jos Buttler,IPL,2019,78.0,108,10,2,72.22,1
1107,MS Dhoni,Test,2023,40.0,49,5,1,81.63,1
1816,Kane Williamson,Test,2011,54.0,68,6,3,79.41,1
1398,Virat Kohli,IPL,2010,11.0,7,0,0,157.14,1
1005,Kane Williamson,IPL,2012,11.0,13,0,0,84.62,1
865,Pat Cummins,ODI_WC,2014,69.0,57,8,0,121.05,0
1979,KL Rahul,IPL,2016,33.0,36,3,1,91.67,1
589,Steve Smith,T20_WC,2012,9.0,9,0,0,100.0,1
95,Brian Lara,ODI_WC,2015,25.0,27,1,0,92.59,1
678,Steve Smith,ODI_WC,2009,40.0,31,4,0,129.03,1
1544,Suresh Raina,ODI_WC,2013,8.0,8,1,0,100.0,1
1850,Jos Buttler,ODI_WC,2015,37.0,26,2,2,142.31,1
670,Kumar Sangakkara,Test,2016,1.0,1,0,0,100.0,1
531,MS Dhoni,IPL,2018,12.0,13,1,0,92.31,1
992,Steve Smith,Test,2011,39.0,53,4,0,73.58,1
1310,KL Rahul,IPL,2011,5.0,6,0,0,83.33,1
1591,Suresh Raina,IPL,2014,8.0,8,1,0,100.0,1
1198,Chris Gayle,IPL,2020,73.0,53,3,2,137.74,0
166,Ben Stokes,ODI_WC,2011,39.0,28,5,2,139.29,1
1297,Ricky Ponting,IPL,2023,24.0,19,1,1,126.32,1
1378,Virat Kohli,ODI_WC,2012,8.0,11,0,0,72.73,1
2000,Chris Gayle,T20_WC,2022,14.0,13,1,1,107.69,1
894,Suresh Raina,IPL,2022,29.0,37,3,1,78.38,1
443,Jos Buttler,ODI_WC,2009,5.0,5,0,0,100.0,0
549,Chris Gayle,Test,2009,23.0,25,1,1,92.0,1
1847,Virat Kohli,ODI_WC,2018,18.0,24,1,1,75.0,1
1396,Jos Buttler,IPL,2021,22.0,18,1,1,122.22,1
1926,Joe Root,Test,2017,3.0,3,0,0,100.0,1
450,Kane Williamson,ODI_WC,2012,3.0,3,0,0,100.0,1
837,Pat Cummins,IPL,2019,116.0,126,6,4,92.06,1
1066,MS Dhoni,IPL,2017,135.0,117,18,8,115.38,1
1279,Ben Stokes,T20_WC,2017,19.0,16,1,1,118.75,1
979,Ben Stokes,Test,2020,54.0,66,6,2,81.82,1
65,Rohit Sharma,IPL,2022,37.0,26,4,1,142.31,1
998,Kumar Sangakkara,IPL,2009,4.0,5,0,0,80.0,1
473,Brian Lara,Test,2019,12.0,8,1,0,150.0,1
336,Jos Buttler,IPL,2013,13.0,14,1,0,92.86,1
606,Brian Lara,Test,2019,31.0,34,4,1,91.18,0
1034,Chris Gayle,IPL,2022,30.0,33,4,1,90.91,1
1960,Pat Cummins,T20_WC,2013,89.0,91,12,3,97.8,1
1716,MS Dhoni,IPL,2019,54.0,70,6,3,77.14,1
792,MS Dhoni,Test,2015,68.0,78,5,1,87.18,1
955,Rohit Sharma,ODI_WC,2023,77.0,96,4,4,80.21,1
21,AB de Villiers,Test,2022,56.0,43,5,2,130.23,0
180,Joe Root,ODI_WC,2019,14.0,10,1,0,140.0,1
359,Rohit Sharma,IPL,2008,8.0,5,1,0,160.0,1
1103,David Warner,IPL,2014,29.0,23,3,0,126.09,1
133,MS Dhoni,T20_WC,2019,40.0,46,3,1,86.96,1
676,MS Dhoni,T20_WC,2022,17.0,17,0,1,100.0,0
627,Rohit Sharma,Test,2014,66.0,80,4,4,82.5,1
1011,MS Dhoni,IPL,2016,113.0,94,12,3,120.21,1
1002,Kumar Sangakkara,ODI_WC,2011,29.0,27,1,2,107.41,1
790,Sachin Tendulkar,Test,2022,21.0,27,2,1,77.78,1
1416,Steve Smith,IPL,2014,64.0,86,7,2,74.42,1
991,David Warner,Test,2019,0.0,1,0,0,0.0,0
564,Kane Williamson,IPL,2020,4.0,5,0,0,80.0,0
1409,Ben Stokes,ODI_WC,2013,65.0,76,7,1,85.53,1
84,Ben Stokes,IPL,2011,46.0,61,4,3,75.41,1
796,Shikhar Dhawan,IPL,2017,18.0,21,2,0,85.71,1
1311,Chris Gayle,IPL,2019,76.0,103,4,3,73.79,1
1845,Chris Gayle,Test,2015,15.0,10,1,0,150.0,1
152,Sachin Tendulkar,ODI_WC,2010,35.0,47,4,2,74.47,0
1278,Kumar Sangakkara,IPL,2015,35.0,38,3,0,92.11,1
301,Brian Lara,Test,2020,7.0,5,0,0,140.0,1
391,AB de Villiers,T20_WC,2012,11.0,9,1,0,122.22,1
130,Kane Williamson,Test,2011,86.0,111,10,5,77.48,1
1481,MS Dhoni,IPL,2010,7.0,7,0,0,100.0,1
1599,Chris Gayle,IPL,2022,6.0,8,0,0,75.0,1
1875,Steve Smith,ODI_WC,2021,22.0,17,1,1,129.41,1
553,Joe Root,IPL,2019,3.0,2,0,0,150.0,0
1113,Kane Williamson,T20_WC,2017,78.0,72,8,5,108.33,1
1815,KL Rahul,IPL,2014,3.0,3,0,0,100.0,0
1714,Sachin Tendulkar,IPL,2020,33.0,37,3,2,89.19,1
330,Joe Root,IPL,2014,14.0,16,1,0,87.5,1
1495,Suresh Raina,Test,2020,,39,4,3,146.15,0
1697,David Warner,IPL,2013,31.0,23,2,0,134.78,1
43,Suresh Raina,IPL,2010,17.0,12,1,0,141.67,1
1491,Virat Kohli,T20_WC,2016,144.0,187,17,7,77.01,1
1079,KL Rahul,ODI_WC,2021,2.0,1,0,0,200.0,1
1075,Steve Smith,ODI_WC,2018,30.0,28,2,0,107.14,1
1378,Jos Buttler,ODI_WC,2023,159.0,161,22,2,98.76,1
677,Rohit Sharma,IPL,2022,41.0,53,3,0,77.36,1
1599,Brian Lara,IPL,2009,47.0,33,2,1,142.42,1
1859,Chris Gayle,ODI_WC,2010,1.0,1,0,0,100.0,1
1965,Brian Lara,Test,2021,0.0,1,0,0,0.0,1
1273,Brian Lara,T20_WC,2008,1.0,1,0,0,100.0,1
1351,Ricky Ponting,IPL,2014,167.0,192,22,2,86.98,1
1131,Babar Azam,IPL,2009,136.0,120,13,3,113.33,1
177,Virat Kohli,IPL,2017,14.0,14,1,0,100.0,1
129,Babar Azam,ODI_WC,2015,12.0,16,0,0,75.0,1
1974,KL Rahul,IPL,2016,5.0,5,0,0,100.0,1
1791,Chris Gayle,IPL,2023,13.0,12,1,0,108.33,1
1956,David Warner,IPL,2019,16.0,15,1,0,106.67,1
1217,Kane Williamson,T20_WC,2018,48.0,66,3,0,72.73,1
1449,Ricky Ponting,IPL,2021,70.0,84,6,4,83.33,1
1118,Brian Lara,T20_WC,2009,48.0,56,7,1,85.71,1
1458,Joe Root,ODI_WC,2013,36.0,31,4,2,116.13,0
96,Shikhar Dhawan,IPL,2018,50.0,54,5,3,92.59,1
689,AB de Villiers,T20_WC,2022,46.0,43,5,2,106.98,1
979,Brian Lara,IPL,2008,22.0,19,1,0,115.79,1
1583,KL Rahul,IPL,2015,14.0,18,1,0,77.78,1
1663,Steve Smith,T20_WC,2012,11.0,10,0,0,110.0,0
1802,Ricky Ponting,T20_WC,2016,39.0,35,3,1,111.43,1
1324,Kumar Sangakkara,ODI_WC,2010,112.0,151,14,8,74.17,1
1776,Ricky Ponting,T20_WC,2009,30.0,25,3,0,120.0,0
812,Jos Buttler,ODI_WC,2014,85.0,103,12,5,82.52,1
1761,AB de Villiers,IPL,2018,0.0,1,0,0,0.0,1
365,Kumar Sangakkara,T20_WC,2014,55.0,73,4,3,75.34,1
516,AB de Villiers,ODI_WC,2020,67.0,85,8,3,78.82,1
576,KL Rahul,IPL,2017,34.0,40,2,1,85.0,1
1428,AB de Villiers,IPL,2022,95.0,87,6,7,109.2,1
822,Shikhar Dhawan,T20_WC,2012,31.0,32,2,0,96.88,0
1260,Jos Buttler,IPL,2014,9.0,12,0,0,75.0,1
1907,Sachin Tendulkar,IPL,2019,8.0,5,1,0,160.0,1
765,Joe Root,T20_WC,2013,28.0,35,2,1,80.0,1
1999,David Warner,Test,2016,82.0,71,11,1,115.49,1
681,Chris Gayle,Test,2019,2.0,1,0,0,200.0,1
542,Rohit Sharma,IPL,2010,32.0,27,2,0,118.52,1
1095,Suresh Raina,T20_WC,2023,51.0,37,6,3,137.84,1
1766,Sachin Tendulkar,IPL,2011,4.0,5,0,0,80.0,1
937,MS Dhoni,IPL,2016,4.0,5,0,0,80.0,1
1374,KL Rahul,ODI_WC,2017,15.0,15,2,0,100.0,1
1672,AB de Villiers,IPL,2021,11.0,13,0,0,84.62,0
85,Suresh Raina,IPL,2020,7.0,7,0,0,100.0,1
498,Kane Williamson,Test,2022,7.0,8,0,0,87.5,1
365,Kane Williamson,ODI_WC,2015,4.0,5,0,0,80.0,1
327,Suresh Raina,ODI_WC,2017,33.0,28,3,0,117.86,1
492,Jos Buttler,Test,2013,40.0,40,3,3,100.0,0
709,Suresh Raina,ODI_WC,2019,42.0,48,3,2,87.5,1
1184,Suresh Raina,IPL,2010,26.0,36,3,0,72.22,1
1232,Kumar Sangakkara,T20_WC,2019,106.0,124,8,8,85.48,1
1576,David Warner,IPL,2016,74.0,98,3,2,75.51,1
190,Rohit Sharma,IPL,2016,110.0,142,7,4,77.46,1
1754,Kumar Sangakkara,ODI_WC,2018,17.0,18,2,1,94.44,1
1691,Shikhar Dhawan,T20_WC,2013,73.0,96,7,2,76.04,1
502,David Warner,IPL,2009,50.0,48,7,1,104.17,0
1959,Chris Gayle,IPL,2014,14.0,13,1,0,107.69,1
1147,Chris Gayle,IPL,2022,3.0,3,0,0,100.0,1
732,Babar Azam,Test,2016,40.0,31,2,0,129.03,1
1825,MS Dhoni,T20_WC,2016,5.0,4,0,0,125.0,1
834,Pat Cummins,T20_WC,2010,12.0,13,1,0,92.31,1
105,Chris Gayle,T20_WC,2009,24.0,23,1,0,104.35,1
591,Steve Smith,ODI_WC,2023,39.0,52,4,0,75.0,1
1223,Shikhar Dhawan,ODI_WC,2023,91.0,124,12,5,73.39,1
1236,Steve Smith,T20_WC,2019,31.0,32,3,0,96.88,1
525,Jos Buttler,Test,2012,38.0,40,4,0,95.0,1
864,Kane Williamson,Test,2018,12.0,14,1,0,85.71,1
285,Kumar Sangakkara,Test,2017,40.0,40,2,2,100.0,1
1348,Chris Gayle,ODI_WC,2020,20.0,16,1,0,125.0,1
1491,Ricky Ponting,Test,2014,68.0,83,3,4,81.93,1
138,Babar Azam,IPL,2010,17.0,20,1,1,85.0,1
356,KL Rahul,Test,2019,22.0,19,3,1,115.79,1
76,Suresh Raina,Test,2011,19.0,24,1,0,79.17,1
698,Joe Root,Test,2017,58.0,65,6,1,89.23,1
1750,Kumar Sangakkara,ODI_WC,2009,107.0,92,12,1,116.3,1
896,Babar Azam,IPL,2019,13.0,15,1,0,86.67,1
411,Jos Buttler,IPL,2019,22.0,18,2,1,122.22,0
1379,Chris Gayle,IPL,2018,42.0,37,4,2,113.51,1
698,KL Rahul,ODI_WC,2021,79.0,102,7,1,77.45,1
872,Ricky Ponting,IPL,2022,23.0,31,3,0,74.19,1
1745,Rohit Sharma,T20_WC,2021,4.0,3,0,0,133.33,0
1094,Pat Cummins,T20_WC,2017,16.0,21,0,0,76.19,1
557,Sachin Tendulkar,T20_WC,2020,27.0,23,2,0,117.39,1
1202,Chris Gayle,Test,2019,18.0,14,1,0,128.57,1
688,David Warner,ODI_WC,2020,7.0,5,0,0,140.0,1
939,Ricky Ponting,ODI_WC,2009,1.0,1,0,0,100.0,0
1294,AB de Villiers,T20_WC,2014,40.0,38,5,1,105.26,1
865,Jos Buttler,ODI_WC,2009,172.0,232,23,4,74.14,0
1708,Ben Stokes,IPL,2008,88.0,76,7,6,115.79,1
244,Babar Azam,IPL,2011,40.0,38,2,1,105.26,1
156,Jos Buttler,Test,2022,64.0,77,8,3,83.12,1
1213,AB de Villiers,ODI_WC,2021,10.0,9,1,0,111.11,0
934,AB de Villiers,ODI_WC,2013,34.0,40,3,1,85.0,1
1223,David Warner,T20_WC,2023,2.0,2,0,0,100.0,1
1099,Kane Williamson,IPL,2017,42.0,35,6,2,120.0,1
1569,Brian Lara,T20_WC,2017,122.0,148,11,6,82.43,1
1731,Kane Williamson,IPL,2011,69.0,49,4,1,140.82,0
918,Brian Lara,T20_WC,2008,26.0,23,2,0,113.04,1
909,David Warner,T20_WC,2008,54.0,51,8,3,105.88,1
93,Kumar Sangakkara,T20_WC,2016,100.0,102,7,5,98.04,1
646,Virat Kohli,T20_WC,2008,8.0,9,0,0,88.89,1
192,Ben Stokes,Test,2014,55.0,56,6,3,98.21,1
1130,Joe Root,ODI_WC,2018,11.0,12,0,0,91.67,1
1462,Kumar Sangakkara,Test,2019,73.0,81,7,1,90.12,1
231,Kumar Sangakkara,T20_WC,2019,3.0,2,0,0,150.0,1
299,Shikhar Dhawan,T20_WC,2019,6.0,8,0,0,75.0,1
951,Shikhar Dhawan,IPL,2022,44.0,60,5,1,73.33,1
1052,David Warner,IPL,2021,6.0,6,0,0,100.0,0
314,Steve Smith,T20_WC,2014,6.0,4,0,0,150.0,1
527,Kane Williamson,IPL,2008,28.0,29,1,1,96.55,1
664,MS Dhoni,ODI_WC,2008,63.0,52,8,1,121.15,1
363,Kumar Sangakkara,T20_WC,2013,10.0,10,0,0,100.0,1
370,Kane Williamson,Test,2015,64.0,53,4,2,120.75,1
90,KL Rahul,Test,2014,57.0,67,3,1,85.07,1
1726,Pat Cummins,IPL,2013,30.0,22,3,0,136.36,1
1729,Joe Root,IPL,2017,36.0,49,2,2,73.47,1
538,Brian Lara,ODI_WC,2010,1.0,1,0,0,100.0,0
622,Suresh Raina,IPL,2021,16.0,18,1,1,88.89,1
351,Babar Azam,IPL,2019,10.0,13,1,0,76.92,1
445,Ben Stokes,ODI_WC,2018,5.0,4,0,0,125.0,1
1004,Steve Smith,Test,2014,17.0,23,1,0,73.91,1
129,Kumar Sangakkara,ODI_WC,2013,15.0,14,1,0,107.14,1
1106,Kane Williamson,T20_WC,2015,45.0,61,2,3,73.77,1
209,Kane Williamson,IPL,2011,31.0,42,4,0,73.81,1
46,MS Dhoni,T20_WC,2016,85.0,70,12,3,121.43,1
492,Brian Lara,T20_WC,2022,5.0,6,0,0,83.33,1
1,Shikhar Dhawan,T20_WC,2008,2.0,1,0,0,200.0,1
1587,Ricky Ponting,IPL,2019,26.0,22,2,1,118.18,1
1188,AB de Villiers,Test,2023,0.0,1,0,0,0.0,1
837,Steve Smith,ODI_WC,2020,54.0,43,6,2,125.58,0
1861,KL Rahul,ODI_WC,2014,24.0,27,3,0,88.89,1
1920,Chris Gayle,Test,2016,23.0,23,1,0,100.0,1
834,Suresh Raina,IPL,2023,15.0,18,1,0,83.33,1
459,KL Rahul,IPL,2023,16.0,14,1,0,114.29,1
1635,Chris Gayle,ODI_WC,2017,19.0,26,2,0,73.08,1
798,Kane Williamson,Test,2021,0.0,1,0,0,0.0,1
904,Kumar Sangakkara,T20_WC,2008,3.0,2,0,0,150.0,1
258,KL Rahul,IPL,2017,24.0,28,3,0,85.71,1
1124,Ben Stokes,ODI_WC,2023,5.0,6,0,0,83.33,1
1895,Joe Root,IPL,2010,52.0,65,5,1,80.0,1
1561,Jos Buttler,T20_WC,2014,11.0,11,1,0,100.0,1
1171,Chris Gayle,IPL,2016,3.0,2,0,0,150.0,1
755,Virat Kohli,Test,2021,9.0,6,0,0,150.0,1
1607,Kumar Sangakkara,T20_WC,2008,15.0,15,1,0,100.0,1
1896,Kumar Sangakkara,Test,2013,1.0,1,0,0,100.0,1
14,Virat Kohli,IPL,2018,5.0,4,0,0,125.0,1
1924,Virat Kohli,IPL,2021,13.0,14,1,0,92.86,0
430,Babar Azam,Test,2009,13.0,15,1,0,86.67,1
801,AB de Villiers,IPL,2012,56.0,66,7,1,84.85,1
1317,Babar Azam,T20_WC,2022,64.0,56,8,3,114.29,1
875,Sachin Tendulkar,IPL,2021,7.0,7,1,0,100.0,1
798,Ricky Ponting,ODI_WC,2014,4.0,3,0,0,133.33,1
1742,Brian Lara,IPL,2021,35.0,27,5,1,129.63,0
923,Brian Lara,IPL,2014,57.0,71,7,3,80.28,1
888,Suresh Raina,ODI_WC,2017,116.0,137,13,3,84.67,1
269,Sachin Tendulkar,IPL,2023,0.0,1,0,0,0.0,1
1479,Babar Azam,IPL,2014,18.0,14,2,0,128.57,0
1362,Babar Azam,ODI_WC,2019,46.0,61,5,1,75.41,1
1830,AB de Villiers,T20_WC,2011,61.0,48,7,1,127.08,1
1460,Jos Buttler,IPL,2019,2.0,2,0,0,100.0,1
585,MS Dhoni,T20_WC,2013,39.0,36,5,2,108.33,1
87,Babar Azam,Test,2018,11.0,8,1,0,137.5,1
351,Ben Stokes,IPL,2017,2.0,1,0,0,200.0,0
1858,Brian Lara,T20_WC,2013,23.0,19,2,0,121.05,1
1448,Brian Lara,ODI_WC,2014,6.0,6,0,0,100.0,0
1702,Kumar Sangakkara,IPL,2016,46.0,62,3,1,74.19,1
1833,Joe Root,IPL,2013,47.0,43,3,1,109.3,0
1255,Jos Buttler,T20_WC,2019,64.0,72,3,0,88.89,1
1925,Ben Stokes,ODI_WC,2017,16.0,21,0,0,76.19,1
1728,Ricky Ponting,IPL,2008,0.0,1,0,0,0.0,1
568,Ricky Ponting,ODI_WC,2015,10.0,9,1,0,111.11,1
215,KL Rahul,ODI_WC,2009,22.0,30,2,1,73.33,1
817,Kane Williamson,IPL,2010,41.0,34,4,0,120.59,1
1723,Brian Lara,T20_WC,2019,16.0,17,2,0,94.12,1
1632,Jos Buttler,Test,2012,26.0,32,2,1,81.25,1
757,Babar Azam,IPL,2013,26.0,18,3,1,144.44,1
679,Ricky Ponting,T20_WC,2014,6.0,7,0,0,85.71,1
2000,Chris Gayle,T20_WC,2019,34.0,30,3,2,113.33,1
823,Pat Cummins,IPL,2011,20.0,16,1,1,125.0,1
971,Rohit Sharma,IPL,2010,57.0,50,8,2,114.0,1
1998,Brian Lara,IPL,2016,41.0,56,2,2,73.21,1
448,Joe Root,IPL,2011,4.0,5,0,0,80.0,1
1795,Brian Lara,IPL,2016,23.0,19,1,1,121.05,1
136,Chris Gayle,ODI_WC,2016,42.0,32,4,2,131.25,1
