match_id,format,year,team1,team2,winner,venue,toss_winner,toss_decision,toss_won_match,match_type
489,Test,2009,Sri Lanka,South Africa,South Africa,Headingley,South Africa,bat,1,league
490,Test,2012,New Zealand,South Africa,New Zealand,Eden Gardens,New Zealand,field,1,league
491,T20_WC,2022,Sri Lanka,Australia,Australia,Narendra Modi Stadium,Sri Lanka,bat,0,league
492,T20_WC,2012,Australia,New Zealand,Australia,Eden Gardens,Australia,field,1,knockout
493,IPL,2012,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Newlands,Delhi Capitals,bat,1,league
494,IPL,2023,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Dubai International,Mumbai Indians,bat,1,league
495,T20_WC,2011,New Zealand,West Indies,West Indies,Dubai International,West Indies,field,1,league
496,IPL,2012,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,SCG,Mumbai Indians,field,0,league
497,T20_WC,2010,Sri Lanka,South Africa,Sri Lanka,Feroz Shah Kotla,Sri Lanka,bat,1,league
498,IPL,2019,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,,Royal Challengers Bangalore,bat,1,league
499,Test,2008,New Zealand,England,New Zealand,Narendra Modi Stadium,New Zealand,bat,1,knockout
500,Test,2012,Afghanistan,Sri Lanka,Sri Lanka,MCG,Sri Lanka,field,1,league
501,ODI_WC,2020,Afghanistan,South Africa,South Africa,Feroz Shah Kotla,South Africa,field,1,league
502,T20_WC,2016,Bangladesh,South Africa,South Africa,M. Chinnaswamy Stadium,Bangladesh,bat,0,knockout
503,IPL,2020,Rajasthan Royals,Punjab Kings,Punjab Kings,,Punjab Kings,bat,1,knockout
504,ODI_WC,2016,Australia,Afghanistan,Afghanistan,M. Chinnaswamy Stadium,Afghanistan,field,1,league
505,ODI_WC,2011,West Indies,England,England,Headingley,West Indies,bat,0,knockout
506,IPL,2010,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Headingley,Punjab Kings,bat,0,league
507,Test,2008,India,Bangladesh,India,Gaddafi Stadium,India,bat,1,league
508,ODI_WC,2009,West Indies,New Zealand,New Zealand,Eden Gardens,West Indies,bat,0,league
509,Test,2015,Australia,Afghanistan,Australia,MCG,Afghanistan,field,0,league
510,ODI_WC,2023,Pakistan,West Indies,Pakistan,Narendra Modi Stadium,Pakistan,bat,1,league
511,T20_WC,2008,New Zealand,England,England,Lords,New Zealand,field,0,league
512,IPL,2015,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Gaddafi Stadium,Sunrisers Hyderabad,field,1,league
513,Test,2020,South Africa,Sri Lanka,Sri Lanka,Gaddafi Stadium,Sri Lanka,field,1,league
514,Test,2014,Pakistan,South Africa,South Africa,Narendra Modi Stadium,South Africa,bat,1,knockout
515,IPL,2022,Punjab Kings,Mumbai Indians,Punjab Kings,Lords,Mumbai Indians,bat,0,knockout
516,IPL,2015,Punjab Kings,Kolkata Knight Riders,Punjab Kings,MA Chidambaram Stadium,Kolkata Knight Riders,bat,0,knockout
517,IPL,2019,Punjab Kings,Kolkata Knight Riders,Punjab Kings,Feroz Shah Kotla,Kolkata Knight Riders,field,0,league
518,ODI_WC,2013,India,England,India,Wankhede Stadium,England,bat,0,league
519,Test,2019,Pakistan,England,England,Newlands,Pakistan,bat,0,league
520,IPL,2021,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,bat,1,league
521,T20_WC,2022,New Zealand,South Africa,South Africa,Narendra Modi Stadium,New Zealand,bat,0,league
522,IPL,2022,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,1,league
523,Test,2016,Bangladesh,Sri Lanka,Sri Lanka,Lords,Bangladesh,bat,0,league
524,ODI_WC,2010,West Indies,Sri Lanka,West Indies,Headingley,Sri Lanka,field,0,league
525,ODI_WC,2017,India,Pakistan,India,Headingley,India,field,1,league
526,T20_WC,2011,Bangladesh,Sri Lanka,Bangladesh,M. Chinnaswamy Stadium,Sri Lanka,field,0,knockout
527,IPL,2020,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,SuperSport Park,Kolkata Knight Riders,field,1,league
528,IPL,2013,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,SuperSport Park,Delhi Capitals,bat,0,league
529,IPL,2015,Punjab Kings,Chennai Super Kings,Punjab Kings,SCG,Chennai Super Kings,bat,0,league
530,Test,2012,Australia,South Africa,Australia,Feroz Shah Kotla,Australia,field,1,knockout
531,ODI_WC,2010,Pakistan,New Zealand,New Zealand,Dubai International,Pakistan,bat,0,league
532,Test,2013,Afghanistan,New Zealand,New Zealand,Feroz Shah Kotla,New Zealand,field,1,league
533,Test,2011,Afghanistan,India,India,SuperSport Park,India,bat,1,league
534,T20_WC,2016,Sri Lanka,Afghanistan,Sri Lanka,MCG,Afghanistan,field,0,knockout
535,ODI_WC,2020,New Zealand,West Indies,West Indies,SCG,West Indies,bat,1,league
536,Test,2010,Pakistan,Bangladesh,Pakistan,M. Chinnaswamy Stadium,Pakistan,field,1,league
537,ODI_WC,2011,England,West Indies,West Indies,M. Chinnaswamy Stadium,England,bat,0,knockout
538,IPL,2014,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,0,league
539,T20_WC,2014,Afghanistan,Australia,Afghanistan,Feroz Shah Kotla,Afghanistan,field,1,knockout
540,IPL,2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,field,1,league
541,Test,2019,England,New Zealand,England,Lords,New Zealand,bat,0,league
542,T20_WC,2011,Sri Lanka,New Zealand,Sri Lanka,MCG,Sri Lanka,field,1,league
543,IPL,2013,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Eden Gardens,Mumbai Indians,field,0,league
544,ODI_WC,2019,England,Australia,England,Wankhede Stadium,Australia,field,0,league
545,T20_WC,2020,Pakistan,Afghanistan,Afghanistan,Narendra Modi Stadium,Pakistan,field,0,knockout
546,IPL,2010,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,SCG,Kolkata Knight Riders,bat,0,league
547,IPL,2013,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,SuperSport Park,Rajasthan Royals,field,1,knockout
548,ODI_WC,2019,New Zealand,Pakistan,New Zealand,Feroz Shah Kotla,New Zealand,field,1,league
549,T20_WC,2009,New Zealand,England,England,SCG,New Zealand,field,0,knockout
550,ODI_WC,2015,South Africa,Afghanistan,Afghanistan,MCG,Afghanistan,field,1,knockout
551,T20_WC,2009,Pakistan,West Indies,West Indies,MA Chidambaram Stadium,West Indies,bat,1,league
552,Test,2018,New Zealand,Australia,Australia,Narendra Modi Stadium,Australia,bat,1,league
553,T20_WC,2014,Afghanistan,South Africa,South Africa,M. Chinnaswamy Stadium,South Africa,field,1,league
554,T20_WC,2016,Australia,Afghanistan,Australia,Wankhede Stadium,Afghanistan,field,0,league
555,Test,2008,Bangladesh,West Indies,Bangladesh,MCG,Bangladesh,field,1,league
556,IPL,2015,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Wankhede Stadium,Delhi Capitals,field,0,league
557,IPL,2014,Rajasthan Royals,Punjab Kings,Punjab Kings,Headingley,Rajasthan Royals,bat,0,knockout
558,IPL,2013,Punjab Kings,Chennai Super Kings,Punjab Kings,Lords,Punjab Kings,field,1,league
559,ODI_WC,2013,Australia,Sri Lanka,Sri Lanka,Lords,Sri Lanka,field,1,league
560,T20_WC,2013,New Zealand,Bangladesh,New Zealand,M. Chinnaswamy Stadium,New Zealand,field,1,league
561,ODI_WC,2016,India,Bangladesh,Bangladesh,Eden Gardens,India,bat,0,league
562,IPL,2009,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,MCG,Kolkata Knight Riders,field,0,league
563,IPL,2008,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,SuperSport Park,Kolkata Knight Riders,bat,1,league
564,IPL,2020,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,Sunrisers Hyderabad,bat,1,knockout
565,IPL,2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Narendra Modi Stadium,Sunrisers Hyderabad,field,0,knockout
566,T20_WC,2013,Australia,New Zealand,New Zealand,M. Chinnaswamy Stadium,Australia,field,0,knockout
567,IPL,2017,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Gaddafi Stadium,Kolkata Knight Riders,field,1,knockout
568,IPL,2018,Chennai Super Kings,Punjab Kings,Chennai Super Kings,SCG,Chennai Super Kings,bat,1,league
569,Test,2015,England,West Indies,West Indies,Narendra Modi Stadium,West Indies,bat,1,knockout
570,IPL,2010,Delhi Capitals,Mumbai Indians,Mumbai Indians,Dubai International,Delhi Capitals,bat,0,league
571,T20_WC,2019,Pakistan,West Indies,West Indies,,West Indies,bat,1,league
572,ODI_WC,2017,Bangladesh,Pakistan,Pakistan,Headingley,Pakistan,bat,1,knockout
573,IPL,2008,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Gaddafi Stadium,Delhi Capitals,bat,1,league
574,T20_WC,2016,India,New Zealand,India,Gaddafi Stadium,New Zealand,bat,0,league
575,Test,2020,Afghanistan,England,Afghanistan,Newlands,Afghanistan,field,1,knockout
576,Test,2020,India,West Indies,India,SuperSport Park,India,field,1,league
577,IPL,2008,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Newlands,Royal Challengers Bangalore,field,0,knockout
578,Test,2010,West Indies,Bangladesh,West Indies,SuperSport Park,West Indies,field,1,knockout
579,T20_WC,2015,West Indies,Bangladesh,West Indies,Feroz Shah Kotla,West Indies,bat,1,league
580,IPL,2021,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Headingley,Rajasthan Royals,field,0,league
581,T20_WC,2010,South Africa,Australia,South Africa,Lords,South Africa,bat,1,knockout
582,Test,2023,India,England,England,Wankhede Stadium,England,bat,1,knockout
583,T20_WC,2020,New Zealand,Sri Lanka,Sri Lanka,Eden Gardens,New Zealand,field,0,league
584,IPL,2011,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Narendra Modi Stadium,Punjab Kings,bat,0,league
585,T20_WC,2015,West Indies,India,West Indies,Wankhede Stadium,India,field,0,knockout
586,IPL,2008,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,Delhi Capitals,field,0,league
587,IPL,2020,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Punjab Kings,field,0,league
588,IPL,2020,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,SCG,Sunrisers Hyderabad,bat,0,knockout
589,IPL,2013,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Narendra Modi Stadium,Royal Challengers Bangalore,bat,1,league
590,IPL,2008,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,SuperSport Park,Rajasthan Royals,field,1,league
591,IPL,2021,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Gaddafi Stadium,Royal Challengers Bangalore,field,1,league
592,T20_WC,2008,Pakistan,South Africa,South Africa,Dubai International,Pakistan,field,0,league
593,IPL,2021,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Narendra Modi Stadium,Mumbai Indians,bat,1,league
594,IPL,2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,SuperSport Park,Rajasthan Royals,bat,1,knockout
595,Test,2018,South Africa,India,India,Wankhede Stadium,South Africa,field,0,knockout
596,T20_WC,2011,New Zealand,Afghanistan,Afghanistan,Dubai International,Afghanistan,bat,1,league
597,ODI_WC,2019,South Africa,West Indies,South Africa,MA Chidambaram Stadium,West Indies,field,0,league
598,IPL,2008,Chennai Super Kings,Punjab Kings,Chennai Super Kings,MCG,Chennai Super Kings,bat,1,league
599,IPL,2017,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,Gaddafi Stadium,Royal Challengers Bangalore,field,0,league
600,IPL,2014,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,M. Chinnaswamy Stadium,Kolkata Knight Riders,bat,1,league
601,IPL,2012,Delhi Capitals,Mumbai Indians,Delhi Capitals,MCG,Delhi Capitals,field,1,league
602,IPL,2012,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,M. Chinnaswamy Stadium,Royal Challengers Bangalore,field,0,league
603,IPL,2008,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Wankhede Stadium,Sunrisers Hyderabad,field,0,league
604,IPL,2023,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Headingley,Kolkata Knight Riders,bat,0,knockout
605,IPL,2021,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Lords,Sunrisers Hyderabad,field,0,league
606,T20_WC,2017,West Indies,Sri Lanka,Sri Lanka,Lords,West Indies,field,0,league
607,IPL,2018,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,MCG,Rajasthan Royals,field,1,league
608,IPL,2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,SuperSport Park,Mumbai Indians,bat,0,league
609,T20_WC,2021,Bangladesh,South Africa,Bangladesh,SCG,Bangladesh,bat,1,knockout
610,ODI_WC,2016,Sri Lanka,West Indies,West Indies,Gaddafi Stadium,West Indies,bat,1,league
611,IPL,2016,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Feroz Shah Kotla,Rajasthan Royals,bat,0,league
612,ODI_WC,2015,Pakistan,Bangladesh,Pakistan,M. Chinnaswamy Stadium,Bangladesh,field,0,league
613,T20_WC,2012,Australia,Bangladesh,Bangladesh,Gaddafi Stadium,Bangladesh,field,1,league
614,IPL,2008,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Narendra Modi Stadium,Sunrisers Hyderabad,bat,0,knockout
615,Test,2016,Pakistan,New Zealand,Pakistan,Headingley,New Zealand,bat,0,league
616,Test,2008,New Zealand,England,England,SuperSport Park,England,bat,1,league
617,IPL,2015,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,M. Chinnaswamy Stadium,Chennai Super Kings,bat,0,league
618,IPL,2012,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,Feroz Shah Kotla,Royal Challengers Bangalore,field,0,league
619,ODI_WC,2010,Sri Lanka,New Zealand,New Zealand,Gaddafi Stadium,Sri Lanka,field,0,league
620,ODI_WC,2018,New Zealand,South Africa,New Zealand,Newlands,South Africa,field,0,knockout
621,IPL,2014,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Gaddafi Stadium,Sunrisers Hyderabad,field,0,league
622,IPL,2014,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Newlands,Delhi Capitals,bat,1,knockout
623,IPL,2016,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Newlands,Rajasthan Royals,field,1,league
624,T20_WC,2014,Australia,Sri Lanka,Sri Lanka,SCG,Australia,bat,0,knockout
625,T20_WC,2020,Pakistan,Bangladesh,Pakistan,Lords,Bangladesh,field,0,knockout
626,IPL,2023,Mumbai Indians,Rajasthan Royals,Mumbai Indians,SCG,Mumbai Indians,bat,1,league
627,T20_WC,2018,Bangladesh,Afghanistan,Bangladesh,Newlands,Bangladesh,field,1,league
628,ODI_WC,2021,Australia,Pakistan,Pakistan,M. Chinnaswamy Stadium,Pakistan,bat,1,league
629,IPL,2010,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Lords,Royal Challengers Bangalore,bat,1,league
630,IPL,2018,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Dubai International,Kolkata Knight Riders,bat,0,league
631,ODI_WC,2020,England,West Indies,England,SuperSport Park,West Indies,field,0,league
632,Test,2022,Sri Lanka,South Africa,South Africa,Wankhede Stadium,South Africa,bat,1,league
633,T20_WC,2021,England,West Indies,England,Gaddafi Stadium,West Indies,field,0,league
634,T20_WC,2020,Pakistan,West Indies,West Indies,Feroz Shah Kotla,West Indies,field,1,league
635,IPL,2008,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,MA Chidambaram Stadium,Sunrisers Hyderabad,bat,1,league
636,IPL,2015,Punjab Kings,Mumbai Indians,Mumbai Indians,Eden Gardens,Mumbai Indians,field,1,league
637,T20_WC,2019,Australia,India,India,Newlands,India,field,1,knockout
638,IPL,2010,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,MCG,Royal Challengers Bangalore,bat,0,league
639,IPL,2019,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Narendra Modi Stadium,Kolkata Knight Riders,field,0,knockout
640,IPL,2015,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,SCG,Rajasthan Royals,field,1,league
641,IPL,2015,Punjab Kings,Chennai Super Kings,Punjab Kings,M. Chinnaswamy Stadium,Punjab Kings,bat,1,knockout
642,IPL,2020,Kolkata Knight Riders,Punjab Kings,Punjab Kings,MA Chidambaram Stadium,Punjab Kings,bat,1,league
643,IPL,2012,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,SuperSport Park,Royal Challengers Bangalore,field,1,knockout
644,IPL,2020,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,MA Chidambaram Stadium,Royal Challengers Bangalore,field,0,league
645,IPL,2019,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,SCG,Sunrisers Hyderabad,field,0,league
646,Test,2020,Sri Lanka,New Zealand,Sri Lanka,Dubai International,Sri Lanka,field,1,league
647,T20_WC,2023,Pakistan,England,England,Narendra Modi Stadium,England,field,1,league
648,ODI_WC,2008,Pakistan,England,England,MCG,Pakistan,field,0,league
649,ODI_WC,2020,Sri Lanka,Pakistan,Sri Lanka,Feroz Shah Kotla,Pakistan,field,0,league
650,T20_WC,2017,New Zealand,Afghanistan,Afghanistan,M. Chinnaswamy Stadium,Afghanistan,field,1,league
651,IPL,2014,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Narendra Modi Stadium,Sunrisers Hyderabad,bat,1,league
652,T20_WC,2019,England,West Indies,West Indies,Wankhede Stadium,England,bat,0,league
653,T20_WC,2017,India,New Zealand,India,MCG,New Zealand,field,0,league
654,ODI_WC,2012,New Zealand,Sri Lanka,New Zealand,SuperSport Park,Sri Lanka,field,0,league
655,IPL,2015,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Narendra Modi Stadium,Sunrisers Hyderabad,bat,0,league
656,IPL,2016,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Dubai International,Kolkata Knight Riders,field,0,knockout
657,IPL,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,1,league
658,IPL,2021,Mumbai Indians,Delhi Capitals,Delhi Capitals,Lords,Delhi Capitals,field,1,league
659,T20_WC,2014,Sri Lanka,India,India,MA Chidambaram Stadium,India,bat,1,league
660,T20_WC,2021,Sri Lanka,West Indies,Sri Lanka,Newlands,Sri Lanka,field,1,league
661,IPL,2020,Punjab Kings,Chennai Super Kings,Punjab Kings,Newlands,Chennai Super Kings,bat,0,league
662,Test,2022,Sri Lanka,Pakistan,Pakistan,M. Chinnaswamy Stadium,Sri Lanka,field,0,league
663,T20_WC,2014,New Zealand,Pakistan,Pakistan,Headingley,Pakistan,bat,1,knockout
664,IPL,2008,Delhi Capitals,Punjab Kings,Delhi Capitals,Headingley,Delhi Capitals,field,1,league
665,IPL,2022,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Gaddafi Stadium,Royal Challengers Bangalore,field,1,knockout
666,IPL,2011,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Gaddafi Stadium,Chennai Super Kings,bat,0,knockout
667,IPL,2009,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Narendra Modi Stadium,Chennai Super Kings,field,0,league
668,IPL,2009,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,SCG,Kolkata Knight Riders,bat,0,league
669,IPL,2009,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Wankhede Stadium,Sunrisers Hyderabad,field,1,knockout
670,IPL,2011,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Lords,Rajasthan Royals,bat,0,league
671,IPL,2021,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,Punjab Kings,field,0,league
672,Test,2008,Bangladesh,South Africa,South Africa,MA Chidambaram Stadium,Bangladesh,field,0,knockout
673,IPL,2022,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,MA Chidambaram Stadium,Rajasthan Royals,bat,1,knockout
674,T20_WC,2011,Sri Lanka,England,England,Narendra Modi Stadium,Sri Lanka,bat,0,knockout
675,IPL,2009,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Newlands,Mumbai Indians,bat,0,knockout
676,Test,2012,Australia,Bangladesh,Bangladesh,Headingley,Bangladesh,field,1,league
677,IPL,2010,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Feroz Shah Kotla,Royal Challengers Bangalore,bat,0,league
678,IPL,2022,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Lords,Sunrisers Hyderabad,field,1,league
679,Test,2019,Bangladesh,New Zealand,New Zealand,Lords,Bangladesh,field,0,knockout
680,Test,2015,India,Australia,India,SuperSport Park,India,field,1,league
681,ODI_WC,2011,Afghanistan,Australia,Afghanistan,SCG,Australia,field,0,league
682,IPL,2008,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,MA Chidambaram Stadium,Delhi Capitals,bat,0,league
683,IPL,2008,Punjab Kings,Delhi Capitals,Delhi Capitals,Newlands,Delhi Capitals,bat,1,league
684,ODI_WC,2019,Afghanistan,Australia,Afghanistan,Lords,Australia,field,0,league
685,Test,2017,Pakistan,Bangladesh,Bangladesh,Headingley,Pakistan,bat,0,knockout
686,T20_WC,2010,Pakistan,South Africa,Pakistan,Wankhede Stadium,Pakistan,field,1,league
687,T20_WC,2022,Bangladesh,England,England,Newlands,England,bat,1,league
688,IPL,2016,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,field,1,knockout
689,ODI_WC,2014,India,Sri Lanka,India,Dubai International,India,bat,1,knockout
690,IPL,2009,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Dubai International,Mumbai Indians,bat,0,knockout
691,IPL,2022,Delhi Capitals,Rajasthan Royals,Delhi Capitals,SuperSport Park,Delhi Capitals,bat,1,league
692,IPL,2020,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Eden Gardens,Rajasthan Royals,bat,0,knockout
693,T20_WC,2016,Bangladesh,South Africa,South Africa,MCG,Bangladesh,bat,0,knockout
694,IPL,2017,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,bat,1,league
695,IPL,2009,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Gaddafi Stadium,Chennai Super Kings,field,0,league
696,T20_WC,2010,New Zealand,Sri Lanka,Sri Lanka,MCG,New Zealand,field,0,knockout
697,IPL,2018,Rajasthan Royals,Punjab Kings,Punjab Kings,Gaddafi Stadium,Punjab Kings,bat,1,league
698,T20_WC,2020,South Africa,England,South Africa,M. Chinnaswamy Stadium,South Africa,bat,1,league
699,IPL,2017,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,MA Chidambaram Stadium,Delhi Capitals,field,0,league
700,T20_WC,2021,West Indies,South Africa,West Indies,M. Chinnaswamy Stadium,West Indies,bat,1,league
701,T20_WC,2009,Afghanistan,Bangladesh,Afghanistan,Wankhede Stadium,Afghanistan,field,1,league
702,IPL,2010,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Gaddafi Stadium,Chennai Super Kings,field,0,league
703,IPL,2013,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,SCG,Mumbai Indians,field,0,knockout
704,IPL,2016,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,SCG,Royal Challengers Bangalore,bat,1,league
705,IPL,2016,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Narendra Modi Stadium,Mumbai Indians,bat,1,league
706,Test,2014,Sri Lanka,England,England,Dubai International,England,bat,1,league
707,IPL,2019,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,SuperSport Park,Mumbai Indians,bat,1,league
708,ODI_WC,2010,West Indies,Australia,West Indies,M. Chinnaswamy Stadium,West Indies,bat,1,league
709,IPL,2011,Mumbai Indians,Punjab Kings,Mumbai Indians,MA Chidambaram Stadium,Punjab Kings,field,0,knockout
710,ODI_WC,2013,South Africa,Pakistan,South Africa,Newlands,South Africa,field,1,knockout
711,ODI_WC,2018,England,West Indies,West Indies,MA Chidambaram Stadium,West Indies,bat,1,knockout
712,T20_WC,2012,Afghanistan,West Indies,Afghanistan,Gaddafi Stadium,Afghanistan,field,1,league
713,T20_WC,2009,New Zealand,Afghanistan,Afghanistan,Gaddafi Stadium,Afghanistan,field,1,knockout
714,IPL,2020,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,SuperSport Park,Mumbai Indians,field,0,league
715,IPL,2013,Mumbai Indians,Rajasthan Royals,Mumbai Indians,SuperSport Park,Mumbai Indians,field,1,knockout
716,Test,2010,Sri Lanka,England,England,Narendra Modi Stadium,Sri Lanka,bat,0,league
717,ODI_WC,2023,New Zealand,Afghanistan,Afghanistan,Gaddafi Stadium,New Zealand,field,0,knockout
718,Test,2021,Sri Lanka,India,India,MCG,India,field,1,league
719,IPL,2015,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,MCG,Sunrisers Hyderabad,field,1,league
720,ODI_WC,2009,Australia,Sri Lanka,Sri Lanka,Feroz Shah Kotla,Australia,field,0,league
721,Test,2008,South Africa,Australia,Australia,Eden Gardens,Australia,field,1,league
722,IPL,2016,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Dubai International,Punjab Kings,bat,1,league
723,IPL,2021,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,SuperSport Park,Kolkata Knight Riders,bat,0,knockout
724,ODI_WC,2019,Pakistan,England,England,Dubai International,England,field,1,knockout
725,T20_WC,2010,Sri Lanka,West Indies,West Indies,Feroz Shah Kotla,Sri Lanka,bat,0,knockout
726,ODI_WC,2018,Australia,England,England,Dubai International,England,field,1,league
727,IPL,2008,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Gaddafi Stadium,Rajasthan Royals,field,0,knockout
728,ODI_WC,2014,Pakistan,Bangladesh,Pakistan,Gaddafi Stadium,Pakistan,field,1,knockout
729,IPL,2020,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Gaddafi Stadium,Royal Challengers Bangalore,bat,0,league
730,IPL,2022,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,MA Chidambaram Stadium,Kolkata Knight Riders,bat,0,league
731,IPL,2017,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Headingley,Kolkata Knight Riders,bat,1,league
732,ODI_WC,2012,South Africa,Bangladesh,South Africa,SCG,Bangladesh,bat,0,league
733,ODI_WC,2012,India,West Indies,West Indies,SuperSport Park,West Indies,field,1,league
734,T20_WC,2021,England,Sri Lanka,England,Eden Gardens,Sri Lanka,bat,0,league
