match_id,bowler,format,year,overs,runs_conceded,wickets,economy_rate,maidens
563,Ravindra Jadeja,IPL,2018,20,101,1,5.05,1
1823,James Anderson,T20_WC,2009,20,109,1,5.45,0
366,Shane Warne,IPL,2016,4,39,0,9.75,0
1188,Kagiso Rabada,T20_WC,2009,20,152,2,7.6,2
200,Pat Cummins,IPL,2023,20,128,0,6.4,0
472,Stuart Broad,ODI_WC,2020,10,66,2,6.6,2
1115,Shane Warne,IPL,2012,20,169,2,8.45,2
1309,Mitchell Starc,ODI_WC,2009,4,45,0,11.25,2
1920,Jasprit Bumrah,T20_WC,2009,20,137,1,6.85,2
748,Shaheen Afridi,Test,2013,10,95,2,9.5,0
82,Stuart Broad,ODI_WC,2017,10,107,0,10.7,0
1225,Trent Boult,Test,2010,4,33,0,8.25,2
1700,Rashid Khan,T20_WC,2017,10,51,1,5.1,2
255,Ravindra Jadeja,Test,2020,20,211,4,10.55,0
38,Shaheen Afridi,IPL,2016,4,44,1,11.0,2
1358,Glenn Maxwell,IPL,2019,20,104,1,5.2,0
1805,Rashid Khan,T20_WC,2013,4,23,2,5.75,0
1704,Glenn Maxwell,ODI_WC,2017,10,56,1,5.6,0
820,Mitchell Starc,IPL,2017,10,65,1,6.5,1
1816,Ravindra Jadeja,Test,2009,20,169,5,8.45,0
1725,Trent Boult,IPL,2021,10,52,3,5.2,2
231,Lasith Malinga,ODI_WC,2008,20,123,2,6.15,1
1102,Pat Cummins,Test,2022,10,78,1,7.8,2
1608,Shaheen Afridi,Test,2023,10,94,1,9.4,0
1676,Rashid Khan,ODI_WC,2009,20,227,2,11.35,1
820,Muttiah Muralitharan,T20_WC,2017,10,108,1,10.8,1
351,Rashid Khan,IPL,2013,4,21,1,5.25,2
356,Pat Cummins,IPL,2009,10,117,0,11.7,2
1412,Yuzvendra Chahal,Test,2014,4,27,3,6.75,0
907,Yuzvendra Chahal,IPL,2014,4,30,3,7.5,1
1720,Yuzvendra Chahal,IPL,2008,4,22,1,5.5,0
1258,Ravindra Jadeja,T20_WC,2019,4,46,0,11.5,1
485,Shane Warne,IPL,2021,4,35,0,8.75,1
745,Yuzvendra Chahal,IPL,2013,10,86,0,8.6,2
519,Lasith Malinga,IPL,2012,10,51,3,5.1,2
823,Kagiso Rabada,IPL,2015,20,100,0,5.0,1
1150,Trent Boult,Test,2015,20,195,2,9.75,1
1612,Shaheen Afridi,IPL,2016,20,167,0,8.35,1
1471,Kagiso Rabada,T20_WC,2009,20,171,2,8.55,0
389,Mitchell Starc,IPL,2018,4,38,0,9.5,1
387,Yuzvendra Chahal,ODI_WC,2008,10,60,0,6.0,2
1504,Lasith Malinga,IPL,2017,4,47,3,11.75,1
1768,Pat Cummins,T20_WC,2013,20,111,0,5.55,2
244,Lasith Malinga,ODI_WC,2009,4,27,0,6.75,0
1856,Jasprit Bumrah,IPL,2012,20,197,1,9.85,0
995,Jasprit Bumrah,ODI_WC,2008,20,172,0,8.6,0
1508,James Anderson,IPL,2008,20,113,2,5.65,0
1932,Shane Warne,IPL,2021,20,208,3,10.4,1
1502,Pat Cummins,IPL,2012,10,117,0,11.7,2
1278,Yuzvendra Chahal,IPL,2013,20,166,2,8.3,2
1185,James Anderson,T20_WC,2018,10,67,0,6.7,0
936,Shaheen Afridi,IPL,2014,10,57,1,5.7,2
1449,Yuzvendra Chahal,IPL,2018,20,128,4,6.4,0
1155,Shane Warne,IPL,2011,10,71,1,7.1,2
154,Ravindra Jadeja,Test,2011,20,126,1,6.3,0
294,Rashid Khan,IPL,2012,20,195,0,9.75,2
1268,Shane Warne,ODI_WC,2023,20,103,0,5.15,1
233,Pat Cummins,T20_WC,2013,20,157,1,7.85,1
546,Jasprit Bumrah,ODI_WC,2015,10,76,1,7.6,1
195,Stuart Broad,Test,2016,4,44,1,11.0,1
1614,Shaheen Afridi,IPL,2014,4,27,0,6.75,0
237,Ravindra Jadeja,IPL,2017,20,181,1,9.05,2
1390,Rashid Khan,IPL,2010,20,100,0,5.0,2
1678,Glenn Maxwell,IPL,2013,20,228,1,11.4,1
593,Mitchell Starc,IPL,2016,4,37,3,9.25,1
1615,Muttiah Muralitharan,ODI_WC,2013,4,42,3,10.5,1
1932,Lasith Malinga,IPL,2019,20,179,1,8.95,2
1831,Stuart Broad,IPL,2018,10,107,0,10.7,0
1513,Ravindra Jadeja,IPL,2017,10,55,3,5.5,1
620,Kagiso Rabada,IPL,2015,4,39,1,9.75,1
1886,Stuart Broad,IPL,2021,10,60,1,6.0,2
1854,James Anderson,IPL,2015,10,90,0,9.0,0
1201,Glenn Maxwell,Test,2011,20,238,2,11.9,1
827,Muttiah Muralitharan,Test,2023,10,62,2,6.2,0
307,James Anderson,T20_WC,2014,20,135,1,6.75,1
967,James Anderson,ODI_WC,2014,20,129,3,6.45,2
240,Kagiso Rabada,ODI_WC,2014,20,157,0,7.85,0
1315,Rashid Khan,T20_WC,2015,20,168,1,8.4,2
179,Shaheen Afridi,ODI_WC,2022,10,61,0,6.1,1
1523,Kagiso Rabada,Test,2009,4,20,2,5.0,2
1652,Stuart Broad,T20_WC,2019,10,73,0,7.3,1
543,Stuart Broad,T20_WC,2009,4,30,2,7.5,1
500,Trent Boult,IPL,2022,4,30,3,7.5,1
808,Yuzvendra Chahal,T20_WC,2013,20,193,3,9.65,1
1445,Yuzvendra Chahal,ODI_WC,2018,10,81,0,8.1,2
142,Stuart Broad,ODI_WC,2013,4,23,4,5.75,1
1779,Rashid Khan,T20_WC,2012,4,46,2,11.5,1
1466,Muttiah Muralitharan,IPL,2009,10,99,3,9.9,1
1660,Stuart Broad,Test,2015,4,25,2,6.25,2
1052,Kagiso Rabada,IPL,2010,10,115,1,11.5,2
245,Glenn Maxwell,T20_WC,2023,20,238,2,11.9,1
12,Lasith Malinga,IPL,2008,4,25,1,6.25,1
361,Muttiah Muralitharan,IPL,2008,20,153,1,7.65,1
1094,Lasith Malinga,T20_WC,2019,4,21,2,5.25,1
1348,Glenn Maxwell,T20_WC,2014,20,167,2,8.35,2
1633,Trent Boult,IPL,2014,4,42,2,10.5,0
1592,Glenn Maxwell,ODI_WC,2013,10,113,0,11.3,0
1029,Trent Boult,IPL,2013,20,176,0,8.8,2
393,James Anderson,IPL,2012,10,72,2,7.2,0
1598,Shaheen Afridi,IPL,2019,4,36,1,9.0,2
103,Glenn Maxwell,T20_WC,2013,20,116,1,5.8,0
338,Shane Warne,IPL,2021,20,216,2,10.8,2
992,Rashid Khan,T20_WC,2009,4,34,1,8.5,0
1660,Kagiso Rabada,T20_WC,2012,4,47,4,11.75,0
802,Rashid Khan,IPL,2009,4,31,1,7.75,2
1960,Yuzvendra Chahal,IPL,2021,10,95,1,9.5,1
1381,Yuzvendra Chahal,IPL,2010,20,147,1,7.35,0
1381,Stuart Broad,Test,2012,20,120,0,6.0,0
1660,Pat Cummins,Test,2022,10,102,0,10.2,0
1142,Rashid Khan,Test,2008,20,194,2,9.7,1
807,Shane Warne,IPL,2022,10,104,0,10.4,0
1132,Shaheen Afridi,IPL,2018,10,118,1,11.8,2
1293,Yuzvendra Chahal,IPL,2022,4,47,3,11.75,0
388,Glenn Maxwell,ODI_WC,2010,10,115,1,11.5,0
1033,Jasprit Bumrah,Test,2017,20,225,3,11.25,0
712,Kagiso Rabada,T20_WC,2019,20,142,0,7.1,0
1774,Yuzvendra Chahal,ODI_WC,2013,4,33,3,8.25,0
1926,Muttiah Muralitharan,IPL,2009,20,106,4,5.3,1
1313,Stuart Broad,ODI_WC,2010,10,97,4,9.7,0
1990,Jasprit Bumrah,ODI_WC,2020,20,176,1,8.8,1
48,Shaheen Afridi,ODI_WC,2016,10,99,0,9.9,0
1361,Ravindra Jadeja,T20_WC,2015,20,195,4,9.75,1
1445,Rashid Khan,IPL,2010,20,138,0,6.9,0
461,Shaheen Afridi,T20_WC,2014,4,32,1,8.0,0
662,Rashid Khan,IPL,2019,10,57,1,5.7,2
178,Pat Cummins,ODI_WC,2021,4,22,4,5.5,0
1811,Rashid Khan,IPL,2022,4,32,1,8.0,2
796,Kagiso Rabada,IPL,2011,4,35,1,8.75,1
1911,James Anderson,IPL,2021,4,28,2,7.0,0
1653,Lasith Malinga,ODI_WC,2021,10,54,1,5.4,2
1472,Kagiso Rabada,IPL,2014,10,96,1,9.6,1
698,Rashid Khan,ODI_WC,2012,20,194,1,9.7,1
1279,Shane Warne,IPL,2019,20,144,0,7.2,2
363,Lasith Malinga,IPL,2020,4,20,4,5.0,0
921,Glenn Maxwell,Test,2019,10,94,0,9.4,2
108,Lasith Malinga,T20_WC,2022,20,109,1,5.45,2
1352,Shaheen Afridi,IPL,2009,4,26,0,6.5,1
1901,Lasith Malinga,Test,2013,4,26,0,6.5,2
1466,Rashid Khan,Test,2008,20,136,2,6.8,1
1952,Shane Warne,ODI_WC,2013,10,93,1,9.3,2
1455,Jasprit Bumrah,ODI_WC,2008,20,111,2,5.55,2
1785,Kagiso Rabada,IPL,2010,20,190,0,9.5,0
75,James Anderson,ODI_WC,2023,10,83,6,8.3,0
422,Shaheen Afridi,IPL,2018,20,148,1,7.4,0
1682,Shane Warne,Test,2017,4,36,1,9.0,1
1520,Stuart Broad,T20_WC,2022,20,222,0,11.1,0
539,Rashid Khan,IPL,2014,10,88,1,8.8,0
1126,Muttiah Muralitharan,IPL,2021,10,60,2,6.0,1
1317,Kagiso Rabada,IPL,2009,20,178,1,8.9,2
42,Yuzvendra Chahal,IPL,2016,20,163,2,8.15,1
1060,Shaheen Afridi,Test,2023,20,231,0,11.55,0
361,Stuart Broad,IPL,2010,4,36,2,9.0,1
1698,Yuzvendra Chahal,IPL,2010,10,52,2,5.2,1
399,Trent Boult,T20_WC,2021,4,23,0,5.75,0
1085,Kagiso Rabada,ODI_WC,2023,4,34,0,8.5,2
1869,Glenn Maxwell,T20_WC,2014,4,42,4,10.5,0
1947,Kagiso Rabada,IPL,2008,10,56,0,5.6,1
1171,Glenn Maxwell,T20_WC,2012,10,89,1,8.9,0
612,Yuzvendra Chahal,IPL,2017,4,32,0,8.0,2
589,Rashid Khan,IPL,2010,10,75,2,7.5,1
391,Kagiso Rabada,IPL,2008,10,55,2,5.5,2
1469,Pat Cummins,T20_WC,2014,10,111,0,11.1,0
493,Mitchell Starc,IPL,2017,20,206,0,10.3,0
1537,Glenn Maxwell,IPL,2021,10,114,7,11.4,1
1513,Kagiso Rabada,IPL,2023,10,61,2,6.1,0
1429,Yuzvendra Chahal,IPL,2014,10,90,0,9.0,2
1552,Shaheen Afridi,Test,2016,4,20,1,5.0,1
1969,Mitchell Starc,ODI_WC,2021,20,124,4,6.2,2
925,Lasith Malinga,IPL,2014,20,210,1,10.5,2
1240,Muttiah Muralitharan,T20_WC,2022,4,28,1,7.0,1
595,James Anderson,ODI_WC,2020,10,63,0,6.3,2
91,Shaheen Afridi,IPL,2021,10,87,2,8.7,1
1264,James Anderson,ODI_WC,2011,20,191,3,9.55,1
1711,Rashid Khan,Test,2010,10,92,1,9.2,2
129,James Anderson,T20_WC,2013,20,113,3,5.65,2
603,Jasprit Bumrah,Test,2023,4,46,3,11.5,1
1166,Rashid Khan,IPL,2013,20,124,1,6.2,0
1355,Pat Cummins,Test,2009,20,229,1,11.45,0
1280,Rashid Khan,ODI_WC,2014,20,167,4,8.35,2
1111,Trent Boult,ODI_WC,2022,20,114,1,5.7,0
1327,Muttiah Muralitharan,IPL,2008,20,120,2,6.0,0
700,Trent Boult,ODI_WC,2016,4,32,2,8.0,1
1620,Shaheen Afridi,IPL,2009,10,119,1,11.9,1
1141,Jasprit Bumrah,T20_WC,2010,10,112,2,11.2,0
1280,Shaheen Afridi,IPL,2013,20,237,2,11.85,2
1562,Trent Boult,IPL,2018,10,81,4,8.1,0
1298,Lasith Malinga,IPL,2023,20,195,3,9.75,1
164,Shane Warne,ODI_WC,2014,10,86,1,8.6,0
1246,Rashid Khan,T20_WC,2021,10,52,1,5.2,0
437,Glenn Maxwell,IPL,2008,10,59,4,5.9,2
196,Glenn Maxwell,IPL,2010,10,69,0,6.9,0
1363,Jasprit Bumrah,Test,2013,4,28,1,7.0,1
1021,Stuart Broad,IPL,2011,20,197,2,9.85,1
1086,Lasith Malinga,IPL,2012,20,200,0,10.0,2
1221,Shaheen Afridi,IPL,2020,4,32,3,8.0,2
1986,Yuzvendra Chahal,IPL,2019,4,30,4,7.5,0
138,Lasith Malinga,IPL,2010,4,24,2,6.0,0
1978,Jasprit Bumrah,IPL,2023,4,21,0,5.25,2
1841,Yuzvendra Chahal,T20_WC,2021,4,36,0,9.0,2
107,Shane Warne,ODI_WC,2015,20,148,0,7.4,1
1719,Shaheen Afridi,T20_WC,2008,4,33,1,8.25,1
43,Muttiah Muralitharan,IPL,2018,20,226,4,11.3,0
75,James Anderson,T20_WC,2017,20,193,1,9.65,0
51,Yuzvendra Chahal,IPL,2014,10,104,0,10.4,2
1686,Shaheen Afridi,ODI_WC,2023,10,62,2,6.2,0
1835,Muttiah Muralitharan,IPL,2023,10,50,3,5.0,2
1800,Stuart Broad,Test,2009,4,23,0,5.75,2
894,Glenn Maxwell,T20_WC,2015,4,41,2,10.25,0
1027,Muttiah Muralitharan,IPL,2022,10,81,0,8.1,0
681,Trent Boult,T20_WC,2023,4,25,1,6.25,0
53,Pat Cummins,IPL,2010,10,117,0,11.7,1
1448,Yuzvendra Chahal,ODI_WC,2011,20,168,4,8.4,1
1978,Rashid Khan,Test,2009,20,151,3,7.55,1
658,Ravindra Jadeja,T20_WC,2022,20,236,2,11.8,2
306,Shaheen Afridi,Test,2021,20,118,0,5.9,2
1035,Ravindra Jadeja,IPL,2012,10,91,4,9.1,1
1474,Stuart Broad,T20_WC,2016,20,204,1,10.2,0
1174,Shane Warne,ODI_WC,2011,20,231,1,11.55,2
1385,Rashid Khan,IPL,2014,4,43,2,10.75,0
575,Yuzvendra Chahal,IPL,2015,20,140,2,7.0,0
1139,Pat Cummins,Test,2017,20,136,0,6.8,2
719,Shaheen Afridi,T20_WC,2023,10,56,0,5.6,2
1672,Kagiso Rabada,ODI_WC,2008,4,24,0,6.0,0
595,Yuzvendra Chahal,ODI_WC,2013,4,40,0,10.0,1
1609,Rashid Khan,T20_WC,2012,4,28,3,7.0,2
581,Pat Cummins,IPL,2017,4,32,0,8.0,2
840,Glenn Maxwell,ODI_WC,2017,10,98,4,9.8,2
1761,Stuart Broad,IPL,2008,10,96,0,9.6,1
113,Yuzvendra Chahal,T20_WC,2023,10,105,3,10.5,1
1039,Pat Cummins,Test,2016,20,108,0,5.4,0
1935,Stuart Broad,Test,2018,4,36,2,9.0,2
1385,Lasith Malinga,ODI_WC,2017,4,44,1,11.0,2
1799,Shaheen Afridi,IPL,2014,10,76,0,7.6,2
213,Ravindra Jadeja,IPL,2020,4,25,2,6.25,1
110,Lasith Malinga,IPL,2008,20,109,3,5.45,2
410,Yuzvendra Chahal,T20_WC,2019,4,46,0,11.5,2
1345,Kagiso Rabada,Test,2009,20,100,3,5.0,0
947,Jasprit Bumrah,ODI_WC,2011,4,42,1,10.5,1
1882,Rashid Khan,T20_WC,2017,4,27,2,6.75,0
1946,Glenn Maxwell,Test,2016,10,66,2,6.6,2
126,Trent Boult,Test,2018,20,122,4,6.1,0
1372,Shaheen Afridi,IPL,2009,4,25,1,6.25,2
521,James Anderson,T20_WC,2021,4,34,0,8.5,2
154,Stuart Broad,IPL,2022,10,111,3,11.1,0
1907,Glenn Maxwell,IPL,2008,20,151,3,7.55,0
1485,Rashid Khan,T20_WC,2008,20,204,0,10.2,2
1541,Jasprit Bumrah,ODI_WC,2016,10,67,0,6.7,1
622,Pat Cummins,T20_WC,2019,4,45,3,11.25,1
786,Glenn Maxwell,Test,2008,20,227,2,11.35,0
1589,Mitchell Starc,ODI_WC,2022,10,57,1,5.7,1
407,Pat Cummins,IPL,2011,10,108,3,10.8,1
1244,Jasprit Bumrah,IPL,2012,10,99,0,9.9,2
485,Shane Warne,IPL,2021,10,77,1,7.7,0
1733,Mitchell Starc,ODI_WC,2013,10,108,2,10.8,0
1853,Ravindra Jadeja,Test,2013,4,45,2,11.25,0
91,Shaheen Afridi,IPL,2010,20,169,0,8.45,0
468,Pat Cummins,ODI_WC,2014,10,85,3,8.5,2
1252,James Anderson,IPL,2021,4,39,7,9.75,2
997,Shane Warne,IPL,2015,4,26,0,6.5,1
1698,Shane Warne,Test,2008,10,55,0,5.5,0
78,Kagiso Rabada,IPL,2020,20,174,2,8.7,2
1199,Mitchell Starc,ODI_WC,2016,10,72,0,7.2,2
1478,Muttiah Muralitharan,ODI_WC,2020,10,58,1,5.8,0
795,Yuzvendra Chahal,ODI_WC,2013,20,119,0,5.95,1
898,James Anderson,Test,2008,10,64,2,6.4,1
9,Trent Boult,T20_WC,2018,4,29,1,7.25,2
1227,Jasprit Bumrah,T20_WC,2016,4,32,3,8.0,2
310,James Anderson,ODI_WC,2011,20,233,1,11.65,0
1669,James Anderson,IPL,2016,20,167,1,8.35,0
203,Yuzvendra Chahal,IPL,2023,10,113,3,11.3,1
515,Jasprit Bumrah,ODI_WC,2017,4,35,2,8.75,2
1370,Kagiso Rabada,IPL,2019,4,24,3,6.0,1
910,Jasprit Bumrah,ODI_WC,2012,10,109,0,10.9,1
1801,Pat Cummins,IPL,2023,20,102,2,5.1,1
1016,Yuzvendra Chahal,IPL,2013,4,35,1,8.75,1
1747,Jasprit Bumrah,ODI_WC,2021,4,29,3,7.25,2
1745,Ravindra Jadeja,ODI_WC,2016,10,80,0,8.0,1
1457,Lasith Malinga,T20_WC,2021,20,211,3,10.55,2
1594,Stuart Broad,IPL,2023,10,50,0,5.0,2
1390,Kagiso Rabada,IPL,2022,4,25,2,6.25,0
472,Kagiso Rabada,T20_WC,2021,10,106,2,10.6,1
1870,Muttiah Muralitharan,IPL,2023,10,88,0,8.8,1
138,Muttiah Muralitharan,IPL,2013,20,136,0,6.8,2
1527,Jasprit Bumrah,IPL,2008,10,84,2,8.4,1
381,Trent Boult,IPL,2008,4,31,0,7.75,1
903,Ravindra Jadeja,IPL,2009,4,41,1,10.25,1
1677,Ravindra Jadeja,IPL,2018,20,205,0,10.25,0
1827,Shaheen Afridi,IPL,2018,10,82,0,8.2,2
701,Yuzvendra Chahal,IPL,2019,20,138,0,6.9,2
863,Yuzvendra Chahal,ODI_WC,2019,10,50,0,5.0,0
1062,Ravindra Jadeja,IPL,2009,20,166,1,8.3,2
746,Ravindra Jadeja,Test,2023,10,91,0,9.1,1
677,Glenn Maxwell,Test,2013,20,184,3,9.2,1
1013,Jasprit Bumrah,Test,2017,10,110,0,11.0,1
1501,Mitchell Starc,IPL,2017,4,33,2,8.25,0
582,Stuart Broad,IPL,2012,10,100,0,10.0,0
520,Ravindra Jadeja,Test,2021,10,58,3,5.8,0
217,Jasprit Bumrah,IPL,2021,10,103,0,10.3,1
1093,James Anderson,T20_WC,2014,20,162,0,8.1,2
1354,James Anderson,ODI_WC,2015,4,39,0,9.75,0
279,Lasith Malinga,T20_WC,2017,20,216,0,10.8,1
385,Muttiah Muralitharan,ODI_WC,2017,4,27,4,6.75,1
1805,Glenn Maxwell,IPL,2017,20,193,0,9.65,1
1125,Stuart Broad,IPL,2017,10,58,0,5.8,1
1946,Mitchell Starc,T20_WC,2021,10,57,0,5.7,2
595,Muttiah Muralitharan,T20_WC,2010,20,139,3,6.95,1
1114,Rashid Khan,Test,2016,10,59,2,5.9,1
1468,Glenn Maxwell,ODI_WC,2008,20,163,2,8.15,2
880,Glenn Maxwell,Test,2010,20,221,2,11.05,2
1074,Kagiso Rabada,Test,2009,4,22,5,5.5,1
1715,Stuart Broad,T20_WC,2022,10,75,2,7.5,0
889,Yuzvendra Chahal,T20_WC,2013,10,64,1,6.4,0
57,Glenn Maxwell,ODI_WC,2023,10,82,0,8.2,1
1474,Mitchell Starc,IPL,2020,20,188,0,9.4,2
447,Lasith Malinga,IPL,2020,4,43,1,10.75,1
1577,Stuart Broad,ODI_WC,2019,10,51,0,5.1,1
979,Jasprit Bumrah,Test,2023,20,179,1,8.95,2
332,Glenn Maxwell,Test,2008,10,98,0,9.8,2
236,James Anderson,IPL,2015,4,23,0,5.75,0
35,Muttiah Muralitharan,IPL,2019,20,231,0,11.55,0
1248,Muttiah Muralitharan,IPL,2017,20,111,4,5.55,1
1973,James Anderson,IPL,2019,20,144,1,7.2,2
1613,Muttiah Muralitharan,IPL,2017,20,133,3,6.65,1
1985,James Anderson,IPL,2019,4,21,2,5.25,1
1825,Trent Boult,ODI_WC,2010,20,197,2,9.85,2
1717,Muttiah Muralitharan,IPL,2013,20,171,0,8.55,0
1028,Pat Cummins,Test,2009,20,159,0,7.95,1
1144,Rashid Khan,IPL,2012,4,25,0,6.25,2
770,Stuart Broad,IPL,2023,10,81,0,8.1,0
1544,Jasprit Bumrah,ODI_WC,2009,10,113,0,11.3,0
1616,Shaheen Afridi,Test,2014,4,29,2,7.25,2
278,Stuart Broad,Test,2022,4,34,2,8.5,2
1738,Ravindra Jadeja,T20_WC,2012,20,230,2,11.5,2
1609,Stuart Broad,Test,2015,4,39,1,9.75,1
891,Kagiso Rabada,ODI_WC,2013,10,52,0,5.2,1
1782,Mitchell Starc,IPL,2020,10,73,0,7.3,2
455,Shane Warne,T20_WC,2015,10,118,0,11.8,1
232,Kagiso Rabada,IPL,2019,4,44,3,11.0,1
381,Shaheen Afridi,T20_WC,2016,4,44,1,11.0,2
209,Jasprit Bumrah,IPL,2014,20,230,1,11.5,1
1822,Stuart Broad,IPL,2008,20,188,2,9.4,2
1099,Glenn Maxwell,IPL,2016,20,209,5,10.45,1
939,Stuart Broad,T20_WC,2022,20,191,2,9.55,2
183,Lasith Malinga,IPL,2020,20,173,0,8.65,1
783,Ravindra Jadeja,IPL,2016,4,34,4,8.5,0
1351,Glenn Maxwell,IPL,2017,10,50,0,5.0,0
1085,Rashid Khan,IPL,2009,20,132,3,6.6,2
835,Jasprit Bumrah,IPL,2021,20,104,2,5.2,1
1687,Lasith Malinga,IPL,2009,10,81,1,8.1,2
1819,Jasprit Bumrah,ODI_WC,2014,10,100,1,10.0,0
94,Mitchell Starc,IPL,2022,10,115,0,11.5,0
944,Yuzvendra Chahal,Test,2021,10,50,2,5.0,0
1981,Mitchell Starc,IPL,2012,4,33,5,8.25,0
1552,Pat Cummins,IPL,2012,10,98,1,9.8,0
654,Muttiah Muralitharan,ODI_WC,2008,20,193,7,9.65,1
1972,Shane Warne,ODI_WC,2013,10,102,0,10.2,2
598,James Anderson,IPL,2023,20,218,0,10.9,2
882,Jasprit Bumrah,Test,2015,4,45,7,11.25,1
1940,James Anderson,IPL,2011,20,125,1,6.25,1
778,Rashid Khan,T20_WC,2020,4,46,3,11.5,2
570,Glenn Maxwell,IPL,2010,20,212,0,10.6,0
797,James Anderson,IPL,2017,4,45,2,11.25,1
644,Muttiah Muralitharan,ODI_WC,2017,10,74,0,7.4,1
1503,Stuart Broad,IPL,2008,4,47,1,11.75,2
1230,Shane Warne,IPL,2011,10,50,2,5.0,0
1413,Ravindra Jadeja,IPL,2023,4,44,2,11.0,1
1062,Yuzvendra Chahal,IPL,2023,10,97,2,9.7,1
580,Stuart Broad,ODI_WC,2009,4,23,1,5.75,0
203,Yuzvendra Chahal,IPL,2012,20,216,2,10.8,1
374,Rashid Khan,Test,2019,20,211,3,10.55,2
473,Lasith Malinga,T20_WC,2017,20,175,1,8.75,2
1548,Shane Warne,T20_WC,2008,10,94,1,9.4,0
52,Shaheen Afridi,IPL,2016,20,117,3,5.85,2
351,Ravindra Jadeja,ODI_WC,2016,20,164,0,8.2,1
1867,James Anderson,IPL,2012,4,21,2,5.25,2
1767,Ravindra Jadeja,ODI_WC,2008,20,180,1,9.0,0
843,James Anderson,ODI_WC,2010,10,81,1,8.1,2
1095,Trent Boult,T20_WC,2014,10,55,1,5.5,1
1912,Pat Cummins,Test,2012,4,31,2,7.75,1
1858,Kagiso Rabada,IPL,2018,10,80,3,8.0,2
1345,Kagiso Rabada,IPL,2016,10,101,2,10.1,0
1625,James Anderson,IPL,2011,4,21,0,5.25,0
841,James Anderson,Test,2012,20,185,0,9.25,2
46,Jasprit Bumrah,IPL,2022,4,34,5,8.5,0
628,Shaheen Afridi,ODI_WC,2010,4,27,1,6.75,1
868,Glenn Maxwell,ODI_WC,2015,20,204,1,10.2,0
349,Lasith Malinga,IPL,2020,4,35,0,8.75,2
266,Glenn Maxwell,IPL,2010,10,86,3,8.6,1
1627,Trent Boult,IPL,2013,4,46,3,11.5,1
19,Mitchell Starc,IPL,2014,20,214,2,10.7,2
851,Trent Boult,Test,2020,20,128,1,6.4,0
1653,Shane Warne,IPL,2009,4,30,1,7.5,0
1653,Trent Boult,Test,2014,20,192,1,9.6,1
1300,Pat Cummins,IPL,2022,4,35,1,8.75,1
413,Kagiso Rabada,Test,2010,10,80,0,8.0,2
1653,Yuzvendra Chahal,IPL,2010,10,118,0,11.8,0
963,Stuart Broad,IPL,2022,20,123,1,6.15,1
1302,Lasith Malinga,IPL,2012,20,147,0,7.35,0
1720,Kagiso Rabada,IPL,2022,4,31,1,7.75,2
470,Pat Cummins,T20_WC,2011,10,54,3,5.4,1
477,Stuart Broad,ODI_WC,2017,20,165,1,8.25,2
1559,Kagiso Rabada,IPL,2014,10,86,0,8.6,0
1960,Shane Warne,IPL,2010,4,27,2,6.75,0
375,Mitchell Starc,Test,2016,10,117,0,11.7,1
730,Jasprit Bumrah,IPL,2008,4,34,0,8.5,1
943,Trent Boult,IPL,2021,20,181,2,9.05,2
629,James Anderson,T20_WC,2020,20,225,2,11.25,1
1727,James Anderson,ODI_WC,2019,20,138,0,6.9,0
854,Jasprit Bumrah,IPL,2009,20,188,0,9.4,1
934,Muttiah Muralitharan,IPL,2023,4,32,0,8.0,0
649,Jasprit Bumrah,Test,2018,4,30,0,7.5,1
981,Ravindra Jadeja,ODI_WC,2016,20,152,4,7.6,2
1636,Yuzvendra Chahal,IPL,2018,20,103,1,5.15,2
1714,Yuzvendra Chahal,IPL,2015,10,107,1,10.7,0
1725,Shaheen Afridi,Test,2014,4,36,2,9.0,2
1520,James Anderson,ODI_WC,2016,10,115,6,11.5,1
740,Muttiah Muralitharan,T20_WC,2012,4,43,1,10.75,0
864,Trent Boult,IPL,2020,4,47,0,11.75,1
352,Ravindra Jadeja,Test,2010,20,104,2,5.2,0
126,Yuzvendra Chahal,IPL,2020,20,190,3,9.5,0
1250,Shaheen Afridi,IPL,2009,10,116,2,11.6,0
829,Mitchell Starc,Test,2013,20,207,1,10.35,2
1943,Mitchell Starc,T20_WC,2020,20,144,0,7.2,2
538,Lasith Malinga,Test,2009,20,115,1,5.75,2
118,Kagiso Rabada,T20_WC,2015,4,38,1,9.5,0
1488,Jasprit Bumrah,IPL,2012,20,192,5,9.6,2
1254,Stuart Broad,IPL,2018,20,140,0,7.0,2
241,Trent Boult,IPL,2009,4,42,1,10.5,0
3,Trent Boult,Test,2013,10,94,1,9.4,2
493,Jasprit Bumrah,ODI_WC,2013,20,158,6,7.9,0
194,Trent Boult,ODI_WC,2021,20,165,0,8.25,2
1188,Kagiso Rabada,T20_WC,2023,4,26,0,6.5,0
1865,Muttiah Muralitharan,IPL,2015,20,175,5,8.75,0
1915,Shaheen Afridi,IPL,2019,20,170,0,8.5,0
1500,Stuart Broad,IPL,2013,4,46,3,11.5,2
216,Shane Warne,Test,2023,10,85,1,8.5,0
1521,Trent Boult,IPL,2010,4,41,4,10.25,0
1453,Kagiso Rabada,ODI_WC,2015,20,185,3,9.25,1
988,James Anderson,ODI_WC,2009,10,65,1,6.5,1
1991,James Anderson,IPL,2016,4,21,1,5.25,0
1114,Pat Cummins,Test,2013,20,198,0,9.9,0
1838,Pat Cummins,Test,2008,20,212,0,10.6,2
